jobTitle,jobClassification,jobSubClassification,advertiserName,companyName,nation,state,city,area,suburb,workType
"Mathematical Statisticians, Data Scientists and Data Collection Methodologists",Government & Defence,Government - Federal,Australian Bureau of Statistics,Australian Bureau of Statistics,Australia,Victoria,South West Coast VIC,,geelong,Casual/Vacation
"Mathematical Statisticians, Data Scientists and Data Collection Methodologists",Science & Technology,"Mathematics, Statistics & Information Sciences",Australian Bureau of Statistics,Australian Bureau of Statistics,Australia,Australian Capital Territory,ACT,,canberra,Casual/Vacation
"Mathematical Statisticians, Data Scientists and Data Collection Methodologists",Government & Defence,Government - Federal,Australian Bureau of Statistics,Australian Bureau of Statistics,Australia,Australian Capital Territory,ACT,,canberra,Casual/Vacation
"Mathematical Statisticians, Data Scientists and Data Collection Methodologists",Science & Technology,"Mathematics, Statistics & Information Sciences",Australian Bureau of Statistics,Australian Bureau of Statistics,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Casual/Vacation
"Mathematical Statisticians, Data Scientists and Data Collection Methodologists",Government & Defence,Government - Federal,Australian Bureau of Statistics,Australian Bureau of Statistics,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Casual/Vacation
"Mathematical Statisticians, Data Scientists and Data Collection Methodologists",Science & Technology,"Mathematics, Statistics & Information Sciences",Australian Bureau of Statistics,Australian Bureau of Statistics,Australia,Western Australia,Perth,"CBD, Inner & Western Suburbs",perth,Casual/Vacation
"Mathematical Statisticians, Data Scientists and Data Collection Methodologists",Government & Defence,Government - Federal,Australian Bureau of Statistics,Australian Bureau of Statistics,Australia,Western Australia,Perth,"CBD, Inner & Western Suburbs",perth,Casual/Vacation
"Mathematical Statisticians, Data Scientists and Data Collection Methodologists",Science & Technology,"Mathematics, Statistics & Information Sciences",Australian Bureau of Statistics,Australian Bureau of Statistics,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Casual/Vacation
"Mathematical Statisticians, Data Scientists and Data Collection Methodologists",Government & Defence,Government - Federal,Australian Bureau of Statistics,Australian Bureau of Statistics,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Casual/Vacation
EL1 Data Modeller Lead,Science & Technology,Modelling & Simulation,On Q Recruitment Pty Ltd,,Australia,Australian Capital Territory,ACT,,canberra,Contract/Temp
Data Analyst,Information & Communication Technology,Business/Systems Analysts,InSig Technologies Pty Ltd,,Australia,Western Australia,Perth,Eastern Suburbs,belmont,Full Time
Data Scientist,Information & Communication Technology,Database Development & Administration,Hudson - Technology and Digital,,Australia,Australian Capital Territory,ACT,,canberra,Contract/Temp
Data Scientist ,Science & Technology,"Mathematics, Statistics & Information Sciences",News Corp Australia,News Corp,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
BI Developer,Information & Communication Technology,Database Development & Administration,Paxus,,Australia,New South Wales,Sydney,,,Contract/Temp
 Principal Consultant - Data / ML,Information & Communication Technology,Consultants,Intellify,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist,Information & Communication Technology,Other,Talent – SEEK Recruitment Agency of the Year | 7 Time Winner,,Australia,Victoria,Melbourne,Eastern Suburbs,doncaster,Contract/Temp
Data Scientist with Top Fund Manager,Science & Technology,"Mathematics, Statistics & Information Sciences",Coolabah Capital Investments Pty Ltd,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist ,Information & Communication Technology,Other,Paxus,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Lead Data Scientist,Information & Communication Technology,Other,Curtin University,Curtin University,Australia,Western Australia,Perth,Fremantle & Southern Suburbs,,Full Time
Lead Data Scientist,Education & Training,Other,Curtin University,Curtin University,Australia,Western Australia,Perth,Fremantle & Southern Suburbs,,Full Time
Data Scientist (R&D),Information & Communication Technology,Engineering - Software,Verify Consulting,,Australia,Queensland,Brisbane,,,Full Time
Snr Back End Engineer,Information & Communication Technology,Engineering - Software,Crew Talent Advisory,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Senior Data Scientist and Data Scientist,Information & Communication Technology,Database Development & Administration,Euclideon Pty Ltd,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Post-Doctoral Research Fellow (Data Science),Science & Technology,"Environmental, Earth & Geosciences",Murdoch University,Murdoch University,Australia,Western Australia,Perth,Fremantle & Southern Suburbs,murdoch,Contract/Temp
Post-Doctoral Research Fellow (Data Science),Education & Training,Other,Murdoch University,Murdoch University,Australia,Western Australia,Perth,Fremantle & Southern Suburbs,murdoch,Contract/Temp
Data Wrangler / Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Lexer,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,stkilda,Full Time
Business Intelligence Analyst/Developer,Information & Communication Technology,Business/Systems Analysts,Talent – SEEK Recruitment Agency of the Year | 7 Time Winner,,Australia,Queensland,Brisbane,,,Contract/Temp
Data Scientist,Information & Communication Technology,Other,Intelligen Pty Ltd,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",surryhills,Contract/Temp
IT Data Scientist,Information & Communication Technology,Developers/Programmers,JBS Australia Pty Limited,JBS,Australia,Queensland,Brisbane,Western Suburbs & Ipswich,riverview,Full Time
Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Fundo Loans,,Australia,New South Wales,Sydney,Parramatta & Western Suburbs,rydalmere,Full Time
Senior Data Scientist,Science & Technology,Modelling & Simulation,ASIC,ASIC,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Senior Data Scientist,Government & Defence,Government - Federal,ASIC,ASIC,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Data Scientist,Information & Communication Technology,Business/Systems Analysts,Patterson Cheney Cars and Trucks,,Australia,Victoria,Melbourne,Bayside & South Eastern Suburbs,dandenong,Full Time
Customer Insights Analyst,Consulting & Strategy,Analysts,Correlate Resources,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Language Data Scientist,Science & Technology,Other,The University of Queensland,The University of Queensland,Australia,Queensland,Brisbane,,stlucia,Full Time
Language Data Scientist,Education & Training,Other,The University of Queensland,The University of Queensland,Australia,Queensland,Brisbane,,stlucia,Full Time
Assistant Directors - Statisticians and Data Professionals,Science & Technology,"Mathematics, Statistics & Information Sciences",Australian Bureau of Statistics,Australian Bureau of Statistics,Australia,South Australia,Adelaide,,adelaide,Full Time
Assistant Directors - Statisticians and Data Professionals,Government & Defence,Government - Federal,Australian Bureau of Statistics,Australian Bureau of Statistics,Australia,South Australia,Adelaide,,adelaide,Full Time
Assistant Directors - Statisticians and Data Professionals,Science & Technology,"Mathematics, Statistics & Information Sciences",Australian Bureau of Statistics,Australian Bureau of Statistics,Australia,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Full Time
Assistant Directors - Statisticians and Data Professionals,Government & Defence,Government - Federal,Australian Bureau of Statistics,Australian Bureau of Statistics,Australia,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Full Time
Assistant Directors - Statisticians and Data Professionals,Science & Technology,"Mathematics, Statistics & Information Sciences",Australian Bureau of Statistics,Australian Bureau of Statistics,Australia,Australian Capital Territory,ACT,,canberra,Full Time
Assistant Directors - Statisticians and Data Professionals,Government & Defence,Government - Federal,Australian Bureau of Statistics,Australian Bureau of Statistics,Australia,Australian Capital Territory,ACT,,canberra,Full Time
Assistant Directors - Statisticians and Data Professionals,Science & Technology,"Mathematics, Statistics & Information Sciences",Australian Bureau of Statistics,Australian Bureau of Statistics,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Assistant Directors - Statisticians and Data Professionals,Government & Defence,Government - Federal,Australian Bureau of Statistics,Australian Bureau of Statistics,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Assistant Directors - Statisticians and Data Professionals,Science & Technology,"Mathematics, Statistics & Information Sciences",Australian Bureau of Statistics,Australian Bureau of Statistics,Australia,Victoria,South West Coast VIC,,geelong,Full Time
Assistant Directors - Statisticians and Data Professionals,Government & Defence,Government - Federal,Australian Bureau of Statistics,Australian Bureau of Statistics,Australia,Victoria,South West Coast VIC,,geelong,Full Time
Assistant Directors - Statisticians and Data Professionals,Science & Technology,"Mathematics, Statistics & Information Sciences",Australian Bureau of Statistics,Australian Bureau of Statistics,Australia,Western Australia,Perth,"CBD, Inner & Western Suburbs",perth,Full Time
Assistant Directors - Statisticians and Data Professionals,Government & Defence,Government - Federal,Australian Bureau of Statistics,Australian Bureau of Statistics,Australia,Western Australia,Perth,"CBD, Inner & Western Suburbs",perth,Full Time
Assistant Directors - Statisticians and Data Professionals,Science & Technology,"Mathematics, Statistics & Information Sciences",Australian Bureau of Statistics,Australian Bureau of Statistics,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Assistant Directors - Statisticians and Data Professionals,Government & Defence,Government - Federal,Australian Bureau of Statistics,Australian Bureau of Statistics,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist Proteomics,Science & Technology,"Mathematics, Statistics & Information Sciences",Children's Medical Research Institute,Children's Medical Research Institute,Australia,New South Wales,Sydney,Parramatta & Western Suburbs,westmead,Full Time
Entry level Data Scientist / Risk Analyst opportunities,Accounting,Compliance & Risk,Commonwealth Bank - Risk Management,Commonwealth Bank of Australia,Australia,New South Wales,Sydney,,,Full Time
Analytics Translator - Data Translator - Advanced Analytics Consultant,Information & Communication Technology,Consultants,Technology Recruiting Solutions,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
IT Data Scientist,Information & Communication Technology,Business/Systems Analysts,JBS Australia Pty Limited,JBS,Australia,Queensland,Somerset & Lockyer,,,Full Time
Data Scientist - Credit Risk,Science & Technology,"Mathematics, Statistics & Information Sciences",Toyota Finance Australia,Toyota Financial Services,Australia,New South Wales,Sydney,North Shore & Northern Beaches,stleonards,Contract/Temp
Senior Machine Learning Engineer,Information & Communication Technology,Developers/Programmers,Talent Insights Group Pty Ltd,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Precision Sourcing,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Senior Software Engineer,Information & Communication Technology,Engineering - Software,Evergen,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Senior Actuarial Analyst,Insurance & Superannuation,Actuarial,HBF Health Limited,HBF Health,Australia,Western Australia,Perth,"CBD, Inner & Western Suburbs",perth,Full Time
Senior Engineer Data,Information & Communication Technology,Engineering - Software,Roy Hill,Roy Hill,Australia,Western Australia,Perth,Eastern Suburbs,,Contract/Temp
Market Researcher,Marketing & Communications,Market Research & Analysis,New Zealand Trade & Enterprise,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Market Researcher,Government & Defence,Government,New Zealand Trade & Enterprise,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Entry level Data Scientist / Risk Analyst opportunities,Banking & Financial Services,Credit,Commonwealth Bank - Retail Banking Services,Commonwealth Bank of Australia,Australia,Victoria,Melbourne,CBD & Inner Suburbs,docklands,Full Time
Senior Data Scientist,Information & Communication Technology,Other,Alcoa,Alcoa,Australia,Western Australia,Perth,Fremantle & Southern Suburbs,booragoon,Full Time
Data Scientist,Information & Communication Technology,Other,Intelligen Pty Ltd,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",surryhills,Contract/Temp
Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Australian Finance Group,Australian Finance Group,Australia,Western Australia,Perth,"CBD, Inner & Western Suburbs",westperth,Full Time
Data Scientist / Analyst,Administration & Office Support,Other,S.A. Health,SA Health,Australia,South Australia,Adelaide,,,Full Time
Data Scientist / Analyst,Government & Defence,Government - State,S.A. Health,SA Health,Australia,South Australia,Adelaide,,,Full Time
Lead Data Scientist,Information & Communication Technology,Business/Systems Analysts,Foxtel Group,Foxtel,Australia,New South Wales,Sydney,,,Full Time
AWS Data Engineer,Information & Communication Technology,Developers/Programmers,Bluefin Resources Pty Limited,,Australia,New South Wales,Sydney,,sydney,Contract/Temp
Senior Data Scientist,Information & Communication Technology,Business/Systems Analysts,Foxtel Group,Foxtel,Australia,New South Wales,Sydney,,,Full Time
Senior Data Scientist ,Information & Communication Technology,Database Development & Administration,The Recruitment Company,,Australia,New South Wales,Sydney,,,Full Time
People & Culture Partner,Human Resources & Recruitment,Consulting & Generalist HR,Omniscient Neurotechnology,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Elula,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Senior Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Elula,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist,Information & Communication Technology,Other,Cognizant Technology Solutions Australia Pty Ltd,Cognizant,Australia,Western Australia,Perth,"CBD, Inner & Western Suburbs",perth,Full Time
Senior Data Analyst,Information & Communication Technology,Business/Systems Analysts,The Social Research Centre,The Social Research Centre,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Senior Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",RSL Queensland,RSL Queensland,Australia,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Full Time
Senior Insights Analyst,Information & Communication Technology,Business/Systems Analysts,Engineers Australia,Engineers Australia,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Innovation Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",7-Eleven Australia,7 Eleven,Australia,Victoria,Melbourne,CBD & Inner Suburbs,richmond,Full Time
Mid-level Software Engineer / Data Scientist,Information & Communication Technology,Developers/Programmers,Oceans Group,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Contract/Temp
Junior Data Scientist ,Information & Communication Technology,Developers/Programmers,Oceans Group,,Australia,Australian Capital Territory,ACT,,canberra,Full Time
Senior Data Scientist,Information & Communication Technology,Engineering - Software,Preacta Recruitment,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist - Transdev Australasia,Consulting & Strategy,Analysts,Transdev Australasia Pty Ltd,Transdev,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Data Scientist - Transdev Australasia,Science & Technology,"Mathematics, Statistics & Information Sciences",Transdev Australasia Pty Ltd,Transdev,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Data Scientist - Transdev Australasia,Information & Communication Technology,Other,Transdev Australasia Pty Ltd,Transdev,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
"Policy Advisers & Data Scientists/Analysts, Cabinet Division/Priorities&Delivery",Government & Defence,Government - Federal,Department of the Prime Minister and Cabinet,,Australia,Australian Capital Territory,ACT,,canberra,Full Time
Data Engineer,Information & Communication Technology,Business/Systems Analysts,Seven Network (Operations) Limited,Seven Network,Australia,New South Wales,Sydney,,eveleigh,Full Time
Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",VitalTrace Pty Ltd,,Australia,Western Australia,Perth,"CBD, Inner & Western Suburbs",wembley,Full Time
Senior Python Developer,Information & Communication Technology,Developers/Programmers,Rich Data Corporation,,Australia,New South Wales,Sydney,North Shore & Northern Beaches,northsydney,Full Time
Data Scientist ,Science & Technology,Modelling & Simulation,fibreHR,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
"Senior Data Analyst, Clerk Grade 9/10 - 228418",Education & Training,Other,Department of Education,NSW Department of Education,Australia,New South Wales,Sydney,Parramatta & Western Suburbs,parramatta,Full Time
"Senior Data Analyst, Clerk Grade 9/10 - 228418",Government & Defence,Government - State,Department of Education,NSW Department of Education,Australia,New South Wales,Sydney,Parramatta & Western Suburbs,parramatta,Full Time
Data Analytics Engineer (Remote),Information & Communication Technology,Other,Five Good Friends,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Analytics Engineer (Remote),Information & Communication Technology,Other,Five Good Friends,,Australia,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Full Time
Mid-level Software Engineer / Data Scientist,Government & Defence,Other,Tenacity CX,,Australia,Australian Capital Territory,ACT,,,Contract/Temp
Data Scientist,Information & Communication Technology,Other,Intelligen Pty Ltd,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",surryhills,Contract/Temp
Market Researcher,Marketing & Communications,Market Research & Analysis,New Zealand Trade & Enterprise,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Market Researcher,Government & Defence,Government,New Zealand Trade & Enterprise,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Senior Data Engineer,Information & Communication Technology,Other,Niche 212,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist ,Information & Communication Technology,Engineering - Software,Family Zone,,Australia,Western Australia,Perth,"CBD, Inner & Western Suburbs",perth,Full Time
Data Scientist,Information & Communication Technology,Other,Robert Walters,,Australia,Western Australia,Perth,,,Full Time
Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",RACV,RACV,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Contract/Temp
Data Scientist/Database Engineer,Science & Technology,"Mathematics, Statistics & Information Sciences",La Trobe University,La Trobe University,Australia,Victoria,Melbourne,Northern Suburbs,bundoora,Full Time
Data Scientist/Database Engineer,Education & Training,Other,La Trobe University,La Trobe University,Australia,Victoria,Melbourne,Northern Suburbs,bundoora,Full Time
Junior Data Scientist,Information & Communication Technology,Database Development & Administration,Rubix Solutions Pty Ltd,,Australia,Australian Capital Territory,ACT,,canberra,Contract/Temp
Senior Data Scientist | Contract | Iconic organisation |,Information & Communication Technology,Other,Billigence,Billigence,Australia,New South Wales,Sydney,,,Contract/Temp
"Associate Director, Product (Data Analytics) - DSPARK",Information & Communication Technology,Product Management & Development,Optus,Optus,Australia,New South Wales,Sydney,Ryde & Macquarie Park,,Full Time
Senior Data Scientist x4 ($700-$800 per day),Consulting & Strategy,Analysts,Correlate Resources,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Contract/Temp
Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Polyglot Group,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",pyrmont,Full Time
Data Scientist / Data Engineer (AI Machine Learning),Information & Communication Technology,Database Development & Administration,Anson McCade Ltd,,Australia,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Contract/Temp
Senior Data Scientist,Information & Communication Technology,Other,MTP Services,MTP Services,Australia,Australian Capital Territory,ACT,,,Contract/Temp
Assistant Data Analyst,Information & Communication Technology,Other,Department of Customer Service,The Department of Customer Service,Australia,New South Wales,Sydney,Parramatta & Western Suburbs,parramatta,Full Time
Data Manager - Data Architect / Data Scientist,Information & Communication Technology,Architects,u&u. Recruitment Partners,,Australia,Queensland,Brisbane,,,Full Time
Specialist Data Scientist | WAIO | Perth,Information & Communication Technology,Other,BHP,BHP,Australia,Western Australia,Perth,"CBD, Inner & Western Suburbs",perth,Full Time
Energy Data Scientist,Information & Communication Technology,Engineering - Software,CSIRO,CSIRO,Australia,New South Wales,"Newcastle, Maitland & Hunter",,newcastle,Contract/Temp
Junior Data Scientist,Information & Communication Technology,Database Development & Administration,Tenacity CX,,Australia,Australian Capital Territory,ACT,,,Contract/Temp
Energy Data Scientist,Information & Communication Technology,Engineering - Software,CSIRO,CSIRO,Australia,Victoria,Melbourne,Eastern Suburbs,clayton,Contract/Temp
Senior Data Scientist,Information & Communication Technology,Database Development & Administration,The Onset,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist,Information & Communication Technology,Database Development & Administration,EHG Services Pty Ltd,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
"Senior Professional, Data Scientist",Information & Communication Technology,Database Development & Administration,CoreLogic,CoreLogic,Australia,New South Wales,Sydney,,,Full Time
Data Scientist - Major Australian Bank - 2 Roles ,Banking & Financial Services,Analysis & Reporting,Bluefin Resources Pty Limited,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist - 12 mth secondment/FTC,Information & Communication Technology,Other,Optus,Optus,Australia,New South Wales,Sydney,Ryde & Macquarie Park,epping,Contract/Temp
Data Scientist,Information & Communication Technology,Database Development & Administration,Fugro Australia Land Pty Ltd,,Australia,Queensland,Brisbane,CBD & Inner Suburbs,eightmileplains,Full Time
Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Voconiq,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,collingwood,Full Time
Research Analyst,Science & Technology,"Mathematics, Statistics & Information Sciences",Voconiq,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,collingwood,Full Time
SQL Developer - Intermediate,Information & Communication Technology,Developers/Programmers,Switch Digital,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist ,Science & Technology,"Mathematics, Statistics & Information Sciences",Six Degrees Executive Pty Ltd,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,southbank,Full Time
Mgr Data Scientist Enterprise Capability,Information & Communication Technology,Management,NAB,NAB,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Data Scientist/ Research Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",MetService,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Contract/Temp
Data Scientist/ Research Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",MetService,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Contract/Temp
Financial Analyst,Accounting,Management Accounting & Budgeting,Omniscient Neurotechnology,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Customer Senior Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Transurban Ltd,Transurban Group,Australia,Victoria,Melbourne,CBD & Inner Suburbs,docklands,Full Time
Start your new career as a Data Analyst,Information & Communication Technology,Consultants,The Data School Pty Ltd,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Start your new career as a Data Analyst,Information & Communication Technology,Consultants,The Data School Pty Ltd,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Assistant Data Scientist,Government & Defence,Government - State,Department of Premier and Cabinet,NSW Department of Premier and Cabinet,Australia,New South Wales,Dubbo & Central NSW,,,Full Time
"Multiple Positions, Data Scientist",Science & Technology,"Environmental, Earth & Geosciences",Geoscience Australia,Geoscience Australia,Australia,Australian Capital Territory,ACT,,canberra,Full Time
Specialist Data Scientist | WAIO | Perth,Information & Communication Technology,Other,BHP,BHP,Australia,Western Australia,Perth,"CBD, Inner & Western Suburbs",perth,Part Time
Machine Learning Data Scientist,Information & Communication Technology,Business/Systems Analysts,Launch Recruitment Pty Ltd,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Contract/Temp
Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",QBE,QBE Insurance,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Principal Audit Data Specialist,"Mining, Resources & Energy",Analysis & Reporting,CITIC Pacific Mining Management Pty Ltd,Citic Pacific Mining,Australia,Western Australia,Perth,,,Full Time
Data Scientist - Pharmaceutical Industry,Marketing & Communications,Pharmaceuticals & Medical Devices,EvansPetersen Healthcare Pty Ltd,,Australia,New South Wales,Sydney,North West & Hills District,,Full Time
Geospatial Data Scientist,Information & Communication Technology,Engineering - Software,Aris Zinc,,Australia,Australian Capital Territory,ACT,,,Contract/Temp
Data Scientist,Information & Communication Technology,Database Development & Administration,Drive Yello,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",surryhills,Full Time
Machine Learning Data Scientist,Information & Communication Technology,Business/Systems Analysts,Launch Recruitment Pty Ltd,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Contract/Temp
Senior Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",ME Bank,ME Bank,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Data Scientist,Information & Communication Technology,Other,THE ICONIC,The Iconic,Australia,New South Wales,Sydney,,sydney,Full Time
Data Scientist/ Senior Data Analyst,Information & Communication Technology,Developers/Programmers,Agersens,,Australia,Victoria,Melbourne,Eastern Suburbs,camberwell,Full Time
Junior Data Science / Analyst Engineer,Information & Communication Technology,Other,SYPAQ Systems,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Senior Data Engineer/Data Scientist,Information & Communication Technology,Developers/Programmers,Identify Talent,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist/Experienced Demand Planner - Technical Consultant,Retail & Consumer Products,Planning,Australian Pharmaceutical Industries Limited,Australian Pharmaceutical Industries,Australia,Victoria,Melbourne,CBD & Inner Suburbs,camberwell,Full Time
Senior Data Scientist,Information & Communication Technology,Other,FutureYou,,Australia,Western Australia,Perth,"CBD, Inner & Western Suburbs",perth,Full Time
Data Scientist ,Banking & Financial Services,Analysis & Reporting,Bluefin Resources Pty Limited,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist,Healthcare & Medical,Pharmaceuticals & Medical Devices,Cochlear Limited.,Cochlear,Australia,New South Wales,Sydney,Ryde & Macquarie Park,,Full Time
Senior Business Analyst,Banking & Financial Services,Compliance & Risk,Morgan McKinley,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Findex,Findex,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Data Scientists,Information & Communication Technology,Other,Aurec,,Australia,Victoria,Melbourne,,melbourne,Contract/Temp
Statisticians and Data Professionals,Government & Defence,Other,Australian Bureau of Statistics,Australian Bureau of Statistics,Australia,South Australia,Adelaide,,adelaide,Full Time
Statisticians and Data Professionals,Government & Defence,Government - Federal,Australian Bureau of Statistics,Australian Bureau of Statistics,Australia,South Australia,Adelaide,,adelaide,Full Time
Statisticians and Data Professionals,Government & Defence,Other,Australian Bureau of Statistics,Australian Bureau of Statistics,Australia,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Full Time
Statisticians and Data Professionals,Government & Defence,Government - Federal,Australian Bureau of Statistics,Australian Bureau of Statistics,Australia,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Full Time
Statisticians and Data Professionals,Government & Defence,Other,Australian Bureau of Statistics,Australian Bureau of Statistics,Australia,Australian Capital Territory,ACT,,canberra,Full Time
Statisticians and Data Professionals,Government & Defence,Government - Federal,Australian Bureau of Statistics,Australian Bureau of Statistics,Australia,Australian Capital Territory,ACT,,canberra,Full Time
Statisticians and Data Professionals,Government & Defence,Other,Australian Bureau of Statistics,Australian Bureau of Statistics,Australia,Victoria,South West Coast VIC,,geelong,Full Time
